Date;coef mort;coef betaH;% Original Variant;% Variant 2;% Variant 3;Estimated V1 (Pfizer);Estimated V2 (Moderna);Estimated V3 (AstraZeneca);Estimated V4 (J&J)
23-Apr-2020;1;1;100;0;0;-;-;-;-
24-Apr-2020;1;1;100;0;0;-;-;-;-
25-Apr-2020;1;1;100;0;0;-;-;-;-
26-Apr-2020;1;1;100;0;0;-;-;-;-
27-Apr-2020;1;1;100;0;0;-;-;-;-
28-Apr-2020;1;1;100;0;0;-;-;-;-
29-Apr-2020;1;1;100;0;0;-;-;-;-
30-Apr-2020;1;1;100;0;0;-;-;-;-
01-May-2020;1;1;100;0;0;-;-;-;-
02-May-2020;1;1;100;0;0;-;-;-;-
03-May-2020;1;1;100;0;0;-;-;-;-
04-May-2020;1;1;100;0;0;-;-;-;-
05-May-2020;1;1;100;0;0;-;-;-;-
06-May-2020;1;1;100;0;0;-;-;-;-
07-May-2020;1;1;100;0;0;-;-;-;-
08-May-2020;1;1;100;0;0;-;-;-;-
09-May-2020;1;1;100;0;0;-;-;-;-
10-May-2020;1;1;100;0;0;-;-;-;-
11-May-2020;1;1;100;0;0;-;-;-;-
12-May-2020;1;1;100;0;0;-;-;-;-
13-May-2020;1;1;100;0;0;-;-;-;-
14-May-2020;1;1;100;0;0;-;-;-;-
15-May-2020;1;1;100;0;0;-;-;-;-
16-May-2020;1;1;100;0;0;-;-;-;-
17-May-2020;1;1;100;0;0;-;-;-;-
18-May-2020;1;1;100;0;0;-;-;-;-
19-May-2020;1;1;100;0;0;-;-;-;-
20-May-2020;1;1;100;0;0;-;-;-;-
21-May-2020;1;1;100;0;0;-;-;-;-
22-May-2020;1;1;100;0;0;-;-;-;-
23-May-2020;1;1;100;0;0;-;-;-;-
24-May-2020;1;1;100;0;0;-;-;-;-
25-May-2020;1;1;100;0;0;-;-;-;-
26-May-2020;1;1;100;0;0;-;-;-;-
27-May-2020;1;1;100;0;0;-;-;-;-
28-May-2020;1;1;100;0;0;-;-;-;-
29-May-2020;1;1;100;0;0;-;-;-;-
30-May-2020;1;1;100;0;0;-;-;-;-
31-May-2020;1;1;100;0;0;-;-;-;-
01-Jun-2020;1;1;100;0;0;-;-;-;-
02-Jun-2020;1;1;100;0;0;-;-;-;-
03-Jun-2020;1;1;100;0;0;-;-;-;-
04-Jun-2020;1;1;100;0;0;-;-;-;-
05-Jun-2020;1;1;100;0;0;-;-;-;-
06-Jun-2020;1;1;100;0;0;-;-;-;-
07-Jun-2020;1;1;100;0;0;-;-;-;-
08-Jun-2020;1;1;100;0;0;-;-;-;-
09-Jun-2020;1;1;100;0;0;-;-;-;-
10-Jun-2020;1;1;100;0;0;-;-;-;-
11-Jun-2020;1;1;100;0;0;-;-;-;-
12-Jun-2020;1;1;100;0;0;-;-;-;-
13-Jun-2020;1;1;100;0;0;-;-;-;-
14-Jun-2020;1;1;100;0;0;-;-;-;-
15-Jun-2020;1;1;100;0;0;-;-;-;-
16-Jun-2020;1;1;100;0;0;-;-;-;-
17-Jun-2020;1;1;100;0;0;-;-;-;-
18-Jun-2020;1;1;100;0;0;-;-;-;-
19-Jun-2020;1;1;100;0;0;-;-;-;-
20-Jun-2020;1;1;100;0;0;-;-;-;-
21-Jun-2020;1;1;100;0;0;-;-;-;-
22-Jun-2020;1;1;100;0;0;-;-;-;-
23-Jun-2020;1;1;100;0;0;-;-;-;-
24-Jun-2020;1;1;100;0;0;-;-;-;-
25-Jun-2020;1;1;100;0;0;-;-;-;-
26-Jun-2020;1;1;100;0;0;-;-;-;-
27-Jun-2020;1;1;100;0;0;-;-;-;-
28-Jun-2020;1;1;100;0;0;-;-;-;-
29-Jun-2020;1;1;100;0;0;-;-;-;-
30-Jun-2020;1;1;100;0;0;-;-;-;-
01-Jul-2020;1;1;100;0;0;-;-;-;-
02-Jul-2020;1;1;100;0;0;-;-;-;-
03-Jul-2020;1;1;100;0;0;-;-;-;-
04-Jul-2020;1;1;100;0;0;-;-;-;-
05-Jul-2020;1;1;100;0;0;-;-;-;-
06-Jul-2020;1;1;100;0;0;-;-;-;-
07-Jul-2020;1;1;100;0;0;-;-;-;-
08-Jul-2020;1;1;100;0;0;-;-;-;-
09-Jul-2020;1;1;100;0;0;-;-;-;-
10-Jul-2020;1;1;100;0;0;-;-;-;-
11-Jul-2020;1;1;100;0;0;-;-;-;-
12-Jul-2020;1;1;100;0;0;-;-;-;-
13-Jul-2020;1;1;100;0;0;-;-;-;-
14-Jul-2020;1;1;100;0;0;-;-;-;-
15-Jul-2020;1;1;100;0;0;-;-;-;-
16-Jul-2020;1;1;100;0;0;-;-;-;-
17-Jul-2020;1;1;100;0;0;-;-;-;-
18-Jul-2020;1;1;100;0;0;-;-;-;-
19-Jul-2020;1;1;100;0;0;-;-;-;-
20-Jul-2020;1;1;100;0;0;-;-;-;-
21-Jul-2020;1;1;100;0;0;-;-;-;-
22-Jul-2020;1;1;100;0;0;-;-;-;-
23-Jul-2020;1;1;100;0;0;-;-;-;-
24-Jul-2020;1;1;100;0;0;-;-;-;-
25-Jul-2020;1;1;100;0;0;-;-;-;-
26-Jul-2020;1;1;100;0;0;-;-;-;-
27-Jul-2020;1;1;100;0;0;-;-;-;-
28-Jul-2020;1;1;100;0;0;-;-;-;-
29-Jul-2020;1;1;100;0;0;-;-;-;-
30-Jul-2020;1;1;100;0;0;-;-;-;-
31-Jul-2020;1;1;100;0;0;-;-;-;-
01-Aug-2020;1;1;100;0;0;-;-;-;-
02-Aug-2020;1;1;100;0;0;-;-;-;-
03-Aug-2020;1;1;100;0;0;-;-;-;-
04-Aug-2020;1;1;100;0;0;-;-;-;-
05-Aug-2020;1;1;100;0;0;-;-;-;-
06-Aug-2020;1;1;100;0;0;-;-;-;-
07-Aug-2020;1;1;100;0;0;-;-;-;-
08-Aug-2020;1;1;100;0;0;-;-;-;-
09-Aug-2020;1;1;100;0;0;-;-;-;-
10-Aug-2020;1;1;100;0;0;-;-;-;-
11-Aug-2020;1;1;100;0;0;-;-;-;-
12-Aug-2020;1;1;100;0;0;-;-;-;-
13-Aug-2020;1;1;100;0;0;-;-;-;-
14-Aug-2020;1;1;100;0;0;-;-;-;-
15-Aug-2020;1;1;100;0;0;-;-;-;-
16-Aug-2020;1;1;100;0;0;-;-;-;-
17-Aug-2020;1;1;100;0;0;-;-;-;-
18-Aug-2020;1;1;100;0;0;-;-;-;-
19-Aug-2020;1;1;100;0;0;-;-;-;-
20-Aug-2020;1;1;100;0;0;-;-;-;-
21-Aug-2020;1;1;100;0;0;-;-;-;-
22-Aug-2020;1;1;100;0;0;-;-;-;-
23-Aug-2020;1;1;100;0;0;-;-;-;-
24-Aug-2020;1;1;100;0;0;-;-;-;-
25-Aug-2020;1;1;100;0;0;-;-;-;-
26-Aug-2020;1;1;100;0;0;-;-;-;-
27-Aug-2020;1;1;100;0;0;-;-;-;-
28-Aug-2020;1;1;100;0;0;-;-;-;-
29-Aug-2020;1;1;100;0;0;-;-;-;-
30-Aug-2020;1;1;100;0;0;-;-;-;-
31-Aug-2020;1;1;100;0;0;-;-;-;-
01-Sep-2020;1;1;100;0;0;-;-;-;-
02-Sep-2020;1;1;100;0;0;-;-;-;-
03-Sep-2020;1;1;100;0;0;-;-;-;-
04-Sep-2020;1;1;100;0;0;-;-;-;-
05-Sep-2020;1;1;100;0;0;-;-;-;-
06-Sep-2020;1;1;100;0;0;-;-;-;-
07-Sep-2020;1;1;100;0;0;-;-;-;-
08-Sep-2020;1;1;100;0;0;-;-;-;-
09-Sep-2020;1;1;100;0;0;-;-;-;-
10-Sep-2020;1;1;100;0;0;-;-;-;-
11-Sep-2020;1;1;100;0;0;-;-;-;-
12-Sep-2020;1;1;100;0;0;-;-;-;-
13-Sep-2020;1;1;100;0;0;-;-;-;-
14-Sep-2020;1;1;100;0;0;-;-;-;-
15-Sep-2020;1;1;100;0;0;-;-;-;-
16-Sep-2020;1;1;100;0;0;-;-;-;-
17-Sep-2020;1;1;100;0;0;-;-;-;-
18-Sep-2020;1;1;100;0;0;-;-;-;-
19-Sep-2020;1;1;100;0;0;-;-;-;-
20-Sep-2020;1;1;99.99975533;0.00024467;0;-;-;-;-
21-Sep-2020;1;1;99.99516696;0.004833037;0;-;-;-;-
22-Sep-2020;1;1;99.9905786;0.009421404;0;-;-;-;-
23-Sep-2020;1;1;99.98599023;0.014009771;0;-;-;-;-
24-Sep-2020;1;1;99.98140186;0.018598138;0;-;-;-;-
25-Sep-2020;1;1;99.9768135;0.023186505;0;-;-;-;-
26-Sep-2020;1;1;99.97222513;0.027774872;0;-;-;-;-
27-Sep-2020;1;1;99.96763676;0.032363238;0;-;-;-;-
28-Sep-2020;1;1;99.96304839;0.036951605;0;-;-;-;-
29-Sep-2020;1;1;99.95846003;0.041539972;0;-;-;-;-
30-Sep-2020;1;1;99.95387166;0.046128339;0;-;-;-;-
01-Oct-2020;1;1;99.94928329;0.050716706;0;-;-;-;-
02-Oct-2020;1;1;99.94469493;0.055305073;0;-;-;-;-
03-Oct-2020;1;1;99.94010656;0.05989344;0;-;-;-;-
04-Oct-2020;1;1;99.93551819;0.064481807;0;-;-;-;-
05-Oct-2020;1;1;99.93092983;0.069070174;0;-;-;-;-
06-Oct-2020;1;1;99.92634146;0.073658541;0;-;-;-;-
07-Oct-2020;1;1;99.92175309;0.078246908;0;-;-;-;-
08-Oct-2020;1;1;99.91716473;0.082835275;0;-;-;-;-
09-Oct-2020;1;1;99.91257636;0.087423641;0;-;-;-;-
10-Oct-2020;1;1;99.90798799;0.092012008;0;-;-;-;-
11-Oct-2020;1;1;99.90339962;0.096600375;0;-;-;-;-
12-Oct-2020;1;1;99.89881126;0.101188742;0;-;-;-;-
13-Oct-2020;1;1;99.89422289;0.105777109;0;-;-;-;-
14-Oct-2020;1;1;99.88963452;0.110365476;0;-;-;-;-
15-Oct-2020;1;1;99.88504616;0.114953843;0;-;-;-;-
16-Oct-2020;1;1;99.88045779;0.11954221;0;-;-;-;-
17-Oct-2020;1;1;99.87586942;0.124130577;0;-;-;-;-
18-Oct-2020;1;1;99.87128106;0.128718944;0;-;-;-;-
19-Oct-2020;1;1;99.86669269;0.133307311;0;-;-;-;-
20-Oct-2020;1;1;99.86210432;0.137895678;0;-;-;-;-
21-Oct-2020;1;1;99.85751596;0.142484044;0;-;-;-;-
22-Oct-2020;1;1;99.85292759;0.147072411;0;-;-;-;-
23-Oct-2020;1;1;99.84833922;0.151660778;0;-;-;-;-
24-Oct-2020;1;1;99.84375085;0.156249145;0;-;-;-;-
25-Oct-2020;1;1;99.83916249;0.160837512;0;-;-;-;-
26-Oct-2020;1;1;99.83457412;0.165425879;0;-;-;-;-
27-Oct-2020;1;1;99.82998575;0.170014246;0;-;-;-;-
28-Oct-2020;1;1;99.82539739;0.174602613;0;-;-;-;-
29-Oct-2020;1;1;99.82080902;0.17919098;0;-;-;-;-
30-Oct-2020;1;1;99.81622065;0.183779347;0;-;-;-;-
31-Oct-2020;1;1;99.81163229;0.188367714;0;-;-;-;-
01-Nov-2020;1;1;99.80704392;0.192956081;0;-;-;-;-
02-Nov-2020;1;1;99.80245555;0.197544447;0;-;-;-;-
03-Nov-2020;1;1;99.79786719;0.202132814;0;-;-;-;-
04-Nov-2020;1;1;99.79327882;0.206721181;0;-;-;-;-
05-Nov-2020;1;1;99.78869045;0.211309548;0;-;-;-;-
06-Nov-2020;1;1;99.78410208;0.215897915;0;-;-;-;-
07-Nov-2020;1;1;99.77951372;0.220486282;0;-;-;-;-
08-Nov-2020;1;1;99.77492535;0.225074649;0;-;-;-;-
09-Nov-2020;1;1;99.77033698;0.229663016;0;-;-;-;-
10-Nov-2020;1;1;99.76574862;0.234251383;0;-;-;-;-
11-Nov-2020;1;1;99.76116025;0.23883975;0;-;-;-;-
12-Nov-2020;1;1;99.75657188;0.243428117;0;-;-;-;-
13-Nov-2020;1;1;99.75198352;0.248016484;0;-;-;-;-
14-Nov-2020;1;1;99.74739515;0.25260485;0;-;-;-;-
15-Nov-2020;1;1;99.74280678;0.257193217;0;-;-;-;-
16-Nov-2020;1;1;99.73821842;0.261781584;0;-;-;-;-
17-Nov-2020;1;1;99.73363005;0.266369951;0;-;-;-;-
18-Nov-2020;1;1;99.72904168;0.270958318;0;-;-;-;-
19-Nov-2020;1;1;99.72445332;0.275546685;0;-;-;-;-
20-Nov-2020;1;1;99.71986495;0.280135052;0;-;-;-;-
21-Nov-2020;1;1;99.71527658;0.284723419;0;-;-;-;-
22-Nov-2020;1;1;99.71068821;0.289311786;0;-;-;-;-
23-Nov-2020;1;1;99.70609985;0.293900153;0;-;-;-;-
24-Nov-2020;1;1;99.70151148;0.29848852;0;-;-;-;-
25-Nov-2020;1;1;99.69692311;0.303076887;0;-;-;-;-
26-Nov-2020;1;1;99.69233475;0.307665253;0;-;-;-;-
27-Nov-2020;1;1;99.68774638;0.31225362;0;-;-;-;-
28-Nov-2020;1;1;99.68315801;0.316841987;0;-;-;-;-
29-Nov-2020;1;1;99.67856965;0.321430354;0;-;-;-;-
30-Nov-2020;1;1;99.67398128;0.326018721;0;-;-;-;-
01-Dec-2020;1;1;99.66939291;0.330607088;0;-;-;-;-
02-Dec-2020;1;1;99.66480455;0.335195455;0;-;-;-;-
03-Dec-2020;1;1;99.66021618;0.339783822;0;-;-;-;-
04-Dec-2020;1;1;99.65562781;0.344372189;0;-;-;-;-
05-Dec-2020;1;1;99.65103944;0.348960556;0;-;-;-;-
06-Dec-2020;1;1;99.64645108;0.353548923;0;-;-;-;-
07-Dec-2020;1;1;99.64186271;0.35813729;0;-;-;-;-
08-Dec-2020;1;1;99.63727434;0.362725656;0;-;-;-;-
