Date;Cumulative Cases;Cumulative Deaths;Hos;Q;R;Healthcare workers;Imported E1;Imported E2;Evacuated;Undetected Cumulative Deaths;Vaccinated;Vaccinated2;Vaccinated3
25-Mar-2021;4322127;126721;4583;5055;1393688;0;0;0;0;0;0;0;528571
26-Mar-2021;4326512;126769;4485;4087;1406255;0;0;0;0;0;0;0;528572
27-Mar-2021;4330047;126805;4435;3265;1418967;0;0;0;0;0;0;0;528571
28-Mar-2021;4334693;126839;4184;4374;1431741;0;0;0;0;0;0;0;528572
29-Mar-2021;4338672;126873;4196;3729;1444609;0;0;0;0;0;12500;0;137500
30-Mar-2021;4342266;126915;3975;3338;1457539;0;0;0;0;0;12500;0;137500
31-Mar-2021;4346025;126953;3741;3490;1470612;0;0;0;0;0;12500;0;137500
01-Apr-2021;4349497;126984;3556;3238;1483701;0;0;0;0;0;12500;0;137500
02-Apr-2021;4352119;127012;3375;2385;1496891;0;0;0;0;0;12500;0;137500
03-Apr-2021;4354521;127042;3243;2180;1510113;0;0;0;0;0;12500;0;137500
04-Apr-2021;4356816;127067;3228;2098;1523367;0;0;0;0;0;12500;0;137500
05-Apr-2021;4359426;127084;3254;2376;1536663;0;0;0;0;0;12500;0;137500
06-Apr-2021;4362538;127112;3142;2890;1550008;0;0;0;0;0;22222;0;66666
07-Apr-2021;4365606;127140;3018;2834;1563399;0;0;0;0;0;22222;3448;66667
08-Apr-2021;4368586;127175;2871;2774;1576834;0;0;0;0;0;22222;3448;66667
09-Apr-2021;4371362;127198;2792;2572;1590301;0;0;0;0;0;22222;3448;66666
10-Apr-2021;4373611;127222;2649;2066;1603795;0;0;0;0;0;22223;3449;66667
11-Apr-2021;4375857;127243;2548;2044;1617289;0;0;0;0;0;22222;3448;66667
12-Apr-2021;4378566;127270;2491;2504;1630897;0;0;0;0;0;22222;3448;66666
13-Apr-2021;4380894;127290;2407;2147;1644557;0;0;0;0;0;22222;3448;66667
14-Apr-2021;4383287;127307;2294;2197;1658232;0;0;0;0;0;22223;3449;66667
15-Apr-2021;4385471;127328;2194;2023;1672086;0;0;0;0;0;0;3448;114285
16-Apr-2021;4387655;127345;2139;2027;1686023;0;0;0;0;0;0;3448;114286
17-Apr-2021;4389282;127366;2034;1470;1700006;0;0;0;0;0;0;3449;114286
18-Apr-2021;4391714;127382;1982;2291;1713993;0;0;0;0;0;0;3448;114285
19-Apr-2021;4394300;127399;2006;2410;1728033;0;0;0;0;0;0;3448;114286
20-Apr-2021;4396654;127418;1925;2220;1742087;0;0;0;0;0;0;3448;114286
21-Apr-2021;4399191;127442;1892;2366;1756191;0;0;0;0;0;0;3449;114286
22-Apr-2021;4401437;127458;1790;2127;1770386;0;0;0;0;0;28571;3448;85714
23-Apr-2021;4403322;127479;1748;1730;1784667;0;0;0;0;0;28571;3448;85714
24-Apr-2021;4404785;127487;1672;1335;1799055;0;0;0;0;0;28572;3448;85714
25-Apr-2021;4406779;127502;1624;1857;1813507;0;0;0;0;0;28571;3449;85715
26-Apr-2021;4409208;127513;1647;2296;1828059;0;0;0;0;0;28572;3448;85714
27-Apr-2021;4411267;127524;1570;1893;1842626;0;0;0;0;0;28571;3448;85714
28-Apr-2021;4413626;127538;1512;2251;1857246;0;0;0;0;0;28572;3449;85715
29-Apr-2021;4415708;127551;1462;1982;1871904;0;0;0;0;0;28572;3448;100000
30-Apr-2021;4417400;127559;1364;1582;1886587;0;0;0;0;0;28572;3448;100000
01-May-2021;4418747;127567;1284;1248;1901271;0;0;0;0;0;28572;3448;100000
02-May-2021;4420166;127579;1282;1300;1915955;0;0;0;0;0;28572;3449;100000
03-May-2021;4422135;127587;1300;1846;1930639;0;0;0;0;0;28572;3448;100000
04-May-2021;4424531;127597;1293;2295;1945478;0;0;0;0;0;28572;3448;100000
05-May-2021;4426917;127608;1236;2269;1960375;0;0;0;0;0;28572;3449;100000
06-May-2021;4429191;127629;1156;2033;1975336;0;0;0;0;0;42857;14285;85714
07-May-2021;4431054;127639;1153;1762;1990297;0;0;0;0;0;42857;14286;85714
08-May-2021;4432564;127647;1134;1402;2005308;0;0;0;0;0;42857;14286;85714
09-May-2021;4434731;127655;1115;2065;2020319;0;0;0;0;0;42857;14285;85715
10-May-2021;4437376;127663;1126;2543;2035407;0;0;0;0;0;42857;14286;85714
11-May-2021;4439572;127677;1103;2091;2050554;0;0;0;0;0;42857;14286;85714
12-May-2021;4441800;127688;1064;2112;2065712;0;0;0;0;0;42858;14286;85715
13-May-2021;4443891;127692;997;1988;2080913;0;0;0;0;0;42857;14285;142857
14-May-2021;4445738;127698;972;1753;2096127;0;0;0;0;0;42857;14286;142857
15-May-2021;4447316;127705;962;1488;2111381;0;0;0;0;0;42857;14286;142857
16-May-2021;4449168;127713;937;1774;2126639;0;0;0;0;0;42857;14285;142857
17-May-2021;4451925;127720;939;2657;2141931;0;0;0;0;0;42857;14286;142857
18-May-2021;4454626;127726;894;2577;2157250;0;0;0;0;0;42857;14286;142857
19-May-2021;4457337;127731;914;2587;2172590;0;0;0;0;0;42858;14286;142858
20-May-2021;4459763;127736;908;2296;2187997;0;0;0;0;0;42858;14285;185714
21-May-2021;4462050;127742;917;2168;2203424;0;0;0;0;0;42858;14286;185714
22-May-2021;4463981;127747;882;1811;2218851;0;0;0;0;0;42858;14286;185714
23-May-2021;4466213;127753;919;2119;2234278;0;0;0;0;0;42858;14285;185715
24-May-2021;4469432;127762;955;3089;2249723;0;0;0;0;0;42858;14286;185714
25-May-2021;4472713;127765;916;3155;2265176;0;0;0;0;0;42858;14286;185714
26-May-2021;4476497;127777;890;3664;2280653;0;0;0;0;0;42858;14286;185715
27-May-2021;4480120;127784;867;3501;2296133;0;0;0;0;0;42858;14286;185715
28-May-2021;4483594;127791;878;3348;2311613;0;0;0;0;0;42858;14286;185715
29-May-2021;4486504;127796;878;2817;2327094;0;0;0;0;0;42858;14286;185715
30-May-2021;4489581;127803;898;2972;2342580;0;0;0;0;0;42858;14286;185715
31-May-2021;4493351;127809;921;3649;2358087;0;0;0;0;0;42858;14286;185715
01-Jun-2021;4498483;127813;921;5061;2373595;0;0;0;0;0;42858;14286;185715
02-Jun-2021;4503994;127819;954;5061;2389109;0;0;0;0;0;42858;14286;185715
03-Jun-2021;4510852;127855;936;5969;2404626;0;0;0;0;0;42858;14286;185715
04-Jun-2021;4516562;127864;962;5587;2420150;0;0;0;0;0;42858;14286;185715
05-Jun-2021;4521179;127868;934;4494;2435678;0;0;0;0;0;42858;14286;185715
06-Jun-2021;4526580;127874;960;5248;2451210;0;0;0;0;0;42858;14286;185715
07-Jun-2021;4534290;127879;1030;7537;2466748;0;0;0;0;0;42858;14286;185715
08-Jun-2021;4541952;127887;1052;7474;2482287;0;0;0;0;0;42858;14286;185715
09-Jun-2021;4549932;127894;1059;7794;2497827;0;0;0;0;0;42858;14286;185715
10-Jun-2021;4557769;127903;1090;7635;2513370;0;0;0;0;0;42858;14286;185715
11-Jun-2021;4565202;127909;1072;7257;2528913;0;0;0;0;0;42858;14286;185715
12-Jun-2021;4571295;127917;1101;5916;2544457;0;0;0;0;0;42858;14286;185715
13-Jun-2021;4578216;127926;1136;6699;2560008;0;0;0;0;0;42858;14286;185715
14-Jun-2021;4588122;127933;1176;9684;2575570;0;0;0;0;0;42858;14286;185715
15-Jun-2021;4597290;127943;1227;8946;2591132;0;0;0;0;0;42858;14286;185715
